"","priceType","area","yyyymm","day","deposit","price","floor","build","aptType","yyyy","mm","si"
"1000907","월세",33,201805,"27",5000,45,1,"2016","단독다가구","2018","05","수원영통구"
"42015","전세",120.02,201601,"16",23000,0,4,"2006","아파트","2016","01","김포시"
"890538","전세",127.47,201808,"23",30000,0,2,"1998","아파트","2018","08","용인수지구"
"1130857","전세",73.08,201910,"26",26000,0,7,"1994","아파트","2019","10","고양덕양구"
"614514","전세",50,201704,"21",8000,0,1,"1997","단독다가구","2017","04","수원권선구"
"1467242","전세",42.24,201912,"14",10000,0,4,"2002","연립다세대","2019","12","부천시"
"870807","전세",59.42,201804,"25",13000,0,4,"2000","아파트","2018","04","양주시"
"1533277","월세",20.04,201907,"10",500,39,20,"2018","오피스텔","2019","07","하남시"
"1494579","월세",21.5654,201902,"18",1000,40,2,"2013","연립다세대","2019","02","용인처인구"
"1325010","월세",19.336,201901,"10",500,30,16,"2016","아파트","2019","01","평택시"
"192736","월세",46.47,201610,"4",3875,31,10,"2015","아파트","2016","10","화성시"
"1404937","전세",23,201904,"20",4000,0,1,"2011","단독다가구","2019","04","수원장안구"
"434316","전세",76.224,201711,"24",18000,0,7,"2009","아파트","2017","11","부천시"
"1274701","전세",61.8633,201908,"3",17000,0,18,"2019","아파트","2019","08","오산시"
"302627","월세",40,201601,"25",1000,30,1,"1990","단독다가구","2016","01","하남시"
"584596","전세",50,201705,"10",4500,0,1,"null","단독다가구","2017","05","남양주시"
"1127490","전세",84.9491,201911,"2",31000,0,4,"2017","아파트","2019","11","고양덕양구"
"1498053","전세",84.55,201903,"25",37000,0,1,"2005","연립다세대","2019","03","파주시"
"200063","전세",51.72,201605,"20",8000,0,1,"2000","단독다가구","2016","05","고양덕양구"
"1113692","전세",24.97,201804,"21",14500,0,11,"2014","오피스텔","2018","04","수원영통구"
"555517","월세",84.96,201702,"23",16600,29,11,"2017","아파트","2017","02","화성시"
"1467081","월세",40.62,201908,"6",500,30,-1,"1989","연립다세대","2019","08","부천시"
"1265971","월세",39.48,201904,"24",1161,10,5,"2007","아파트","2019","04","양주시"
"769148","전세",134.887,201808,"10",50000,0,14,"2001","아파트","2018","08","구리시"
"914115","전세",72.7404,201808,"19",20000,0,18,"2018","아파트","2018","08","파주시"
"1385850","전세",52.63,201908,"23",12000,0,1,"1997","단독다가구","2019","08","성남분당구"
"748322","전세",73.8599,201803,"17",21000,0,15,"2005","아파트","2018","03","고양일산서구"
"765816","전세",84.746,201805,"22",18000,0,7,"2004","아파트","2018","05","광주시"
"1465659","전세",68.85,201909,"3",14500,0,1,"2017","연립다세대","2019","09","남양주시"
"302852","월세",49.92,201610,"31",8500,5,1,"1982","단독다가구","2016","10","하남시"
"39536","전세",59.99,201610,"15",22000,0,16,"1997","아파트","2016","10","군포시"
"132499","전세",25.4,201607,"11",1700,0,9,"2014","아파트","2016","07","양주시"
"715470","월세",26.99,201701,"4",3000,35,2,"2004","오피스텔","2017","01","고양일산동구"
"245834","전세",59.37,201602,"18",8000,0,1,"2002","단독다가구","2016","02","성남중원구"
"242822","전세",34.6,201606,"4",5000,0,1,"1991","단독다가구","2016","06","성남수정구"
"1288875","월세",59.9328,201903,"9",10000,50,3,"2001","아파트","2019","03","용인수지구"
"1252102","전세",59.9984,201912,"21",12000,0,8,"2017","아파트","2019","12","안성시"
"892544","월세",84.961,201803,"2",3000,120,22,"2010","아파트","2018","03","용인수지구"
"674262","월세",59.875,201712,"2",2000,70,2,"2014","연립다세대","2017","12","고양일산서구"
"471273","전세",84.9003,201710,"21",27000,0,6,"2011","아파트","2017","10","시흥시"
"1007785","전세",53.1,201809,"19",6500,0,1,"2003","단독다가구","2018","09","시흥시"
"23939","전세",61.38,201603,"2",23000,0,4,"1986","아파트","2016","03","광명시"
"668046","전세",19.8,201705,"5",6000,0,1,"2014","단독다가구","2017","05","화성시"
"1004815","월세",50,201811,"2",500,27,1,"1991","단독다가구","2018","11","수원장안구"
"1252338","월세",48.938,201902,"25",500,30,10,"2001","아파트","2019","02","안성시"
"1035124","전세",60,201803,"21",23000,0,1,"2012","단독다가구","2018","03","의왕시"
"768838","전세",84.99,201803,"10",27000,0,19,"1997","아파트","2018","03","구리시"
"247167","월세",40,201607,"30",500,33,1,"1990","단독다가구","2016","07","성남중원구"
"23287","전세",65.66,201606,"11",28500,0,14,"1992","아파트","2016","06","광명시"
"598101","전세",30,201705,"18",7000,0,1,"2004","단독다가구","2017","05","성남수정구"
"599322","전세",37.58,201710,"13",8000,0,1,"1988","단독다가구","2017","10","성남수정구"
"1534853","전세",28.3,201902,"19",11000,0,13,"2019","오피스텔","2019","02","하남시"
"73314","월세",84.989,201609,"10",25000,50,18,"2009","아파트","2016","09","부천시"
"105210","전세",84.685,201611,"26",26000,0,15,"2008","아파트","2016","11","시흥시"
"234957","월세",55,201609,"16",10000,20,1,"1995","단독다가구","2016","09","성남분당구"
"1253278","월세",49.53,201901,"28",300,30,8,"2000","아파트","2019","01","안성시"
"309605","전세",70,201603,"9",10000,0,1,"2009","단독다가구","2016","03","화성시"
"1457999","전세",38.88,201904,"24",9000,0,3,"1986","연립다세대","2019","04","고양일산서구"
"553550","전세",115.461,201702,"26",21000,0,13,"2008","아파트","2017","02","화성시"
"246743","전세",35.64,201608,"23",4000,0,1,"1986","단독다가구","2016","08","성남중원구"
"809028","전세",58.14,201812,"11",26500,0,7,"1995","아파트","2018","12","성남분당구"
"660954","전세",59,201710,"27",6500,0,1,"2017","단독다가구","2017","10","평택시"
"632953","전세",58,201702,"6",4000,0,1,"1988","단독다가구","2017","02","안산상록구"
"1366993","전세",50,201906,"12",11000,0,1,"1992","단독다가구","2019","06","구리시"
"192962","전세",84.9949,201607,"27",24000,0,8,"2016","아파트","2016","07","화성시"
"725737","전세",62.65,201710,"11",23000,0,10,"2010","오피스텔","2017","10","성남수정구"
"1374419","월세",80,201911,"7",7000,70,1,"2017","단독다가구","2019","11","남양주시"
"923292","전세",59.8748,201811,"8",16000,0,10,"2005","아파트","2018","11","평택시"
"480775","전세",39.96,201706,"25",8500,0,5,"1989","아파트","2017","06","안산상록구"
"1419593","월세",45,201911,"30",2000,30,1,"1994","단독다가구","2019","11","안양동안구"
"816773","전세",59.76,201812,"7",36000,0,4,"1993","아파트","2018","12","성남분당구"
"357532","전세",38.7,201611,"10",10000,0,4,"2003","오피스텔","2016","11","고양일산서구"
"752802","전세",40.27,201801,"10",15000,0,3,"1993","아파트","2018","01","고양일산서구"
"885957","월세",51.93,201810,"8",4336,27,6,"2009","아파트","2018","10","용인기흥구"
"1066331","월세",35.42,201803,"22",2000,35,1,"2000","연립다세대","2018","03","부천시"
"1360643","전세",38.08,201901,"7",4000,0,1,"1979","단독다가구","2019","01","광명시"
"64334","월세",51.78,201610,"13",2000,50,2,"1988","아파트","2016","10","부천시"
"776238","월세",26.08,201808,"6",540,17,7,"2018","아파트","2018","08","김포시"
"1357369","전세",66,201909,"30",5300,0,1,"1998","단독다가구","2019","09","고양일산동구"
"1201053","전세",49.69,201908,"21",17500,0,1,"1995","아파트","2019","08","부천시"
"492342","전세",84.87,201701,"16",32000,0,21,"2002","아파트","2017","01","안양만안구"
"844096","월세",68.67,201807,"17",5000,20,3,"1992","아파트","2018","07","시흥시"
"1015534","전세",48.02,201802,"28",5000,0,1,"1995","단독다가구","2018","02","안산상록구"
"461939","월세",59.42,201703,"30",4687,32,11,"2011","아파트","2017","03","수원권선구"
"409398","월세",41.85,201705,"10",6000,32,13,"1992","아파트","2017","05","군포시"
"1179915","월세",84.9496,201907,"22",5000,65,7,"2007","아파트","2019","07","남양주시"
"1032634","월세",28.83,201806,"12",6000,20,1,"2018","단독다가구","2018","06","용인처인구"
"1184288","전세",59.94,201903,"4",19000,0,10,"1999","아파트","2019","03","남양주시"
"875029","전세",84.9326,201802,"26",20000,0,3,"2010","아파트","2018","02","양평군"
"866364","전세",59.34,201802,"20",31500,0,7,"1992","아파트","2018","02","안양동안구"
"668026","월세",114.2,201708,"15",4000,30,1,"2017","단독다가구","2017","08","화성시"
"425660","전세",59.85,201706,"30",17000,0,13,"2000","아파트","2017","06","남양주시"
"712908","전세",59.55,201709,"16",8500,0,3,"1984","연립다세대","2017","09","평택시"
"708070","전세",47.54,201702,"7",11000,0,2,"1991","연립다세대","2017","02","의왕시"
"339299","전세",22.4,201603,"28",3000,0,3,"2003","연립다세대","2016","03","안산상록구"
"1516062","전세",61.77,201908,"14",25000,0,12,"2004","오피스텔","2019","08","성남분당구"
"345676","전세",82.05,201605,"22",18000,0,2,"1997","연립다세대","2016","05","용인수지구"
"748405","월세",59.906,201803,"19",5000,50,3,"2005","아파트","2018","03","고양일산서구"
"844025","전세",84.99,201808,"10",14000,0,8,"1997","아파트","2018","08","시흥시"
"214928","전세",78.6,201611,"21",9000,0,1,"1992","단독다가구","2016","11","구리시"
"818368","전세",132.72,201806,"16",52000,0,6,"1992","아파트","2018","06","성남분당구"
"1183087","월세",84.9916,201906,"10",3000,60,8,"2006","아파트","2019","06","남양주시"
"510418","월세",84.8512,201702,"8",5000,120,10,"2004","아파트","2017","02","용인수지구"
"269793","전세",43,201604,"23",9000,0,1,"2011","단독다가구","2016","04","안산상록구"
"558364","전세",84.9933,201704,"29",18375,0,2,"2014","아파트","2017","04","화성시"
"288399","전세",46,201602,"21",12000,0,1,"2016","단독다가구","2016","02","용인처인구"
"106000","전세",55.89,201608,"8",9000,0,2,"1986","아파트","2016","08","시흥시"
"985885","전세",40,201808,"31",3000,0,1,"1989","단독다가구","2018","08","성남수정구"
"688257","전세",59.95,201709,"20",25500,0,4,"1995","연립다세대","2017","09","성남분당구"
"1491759","전세",35.6,201912,"26",7500,0,4,"2013","연립다세대","2019","12","오산시"
"1477590","전세",25.86,201902,"21",13000,0,3,"2019","연립다세대","2019","02","수원영통구"
"754215","전세",59.82,201808,"3",19000,0,8,"2001","아파트","2018","08","고양일산서구"
"1462902","전세",56.38,201910,"7",13000,0,2,"2002","연립다세대","2019","10","군포시"
"827125","전세",59.94,201809,"10",40000,0,10,"2012","아파트","2018","09","성남중원구"
"1499823","월세",68.8,201909,"9",500,62,1,"2006","연립다세대","2019","09","평택시"
"526430","월세",42.62,201702,"10",2000,60,5,"2013","아파트","2017","02","의정부시"
"1156546","전세",50.55,201903,"25",11000,0,10,"2001","아파트","2019","03","광주시"
"1475860","전세",29.87,201901,"19",12000,0,2,"2018","연립다세대","2019","01","수원권선구"
"1477393","월세",24.08,201910,"18",500,43,3,"2016","연립다세대","2019","10","수원권선구"
"1284953","전세",33.16,201906,"4",16000,0,5,"2016","아파트","2019","06","용인기흥구"
"656197","월세",13.2,201704,"4",100,15,1,"null","단독다가구","2017","04","파주시"
"1496101","월세",50.66,201910,"26",2000,40,3,"1995","연립다세대","2019","10","의정부시"
"889382","월세",135.45,201804,"10",32098,39,9,"2014","아파트","2018","04","용인수지구"
"609161","전세",67.87,201705,"20",13000,0,1,"1980","단독다가구","2017","05","성남중원구"
"416995","전세",59.968,201704,"26",11000,0,4,"1997","아파트","2017","04","김포시"
"670949","전세",82.5,201701,"11",11000,0,1,"2015","단독다가구","2017","01","화성시"
"1206933","전세",134.87,201903,"30",65000,0,6,"1991","아파트","2019","03","성남분당구"
"83793","전세",132.72,201612,"2",52000,0,9,"1992","아파트","2016","12","성남분당구"
"182217","월세",46.9,201611,"10",3501,24,5,"2008","아파트","2016","11","하남시"
"296856","월세",51,201611,"19",1000,70,1,"2016","단독다가구","2016","11","파주시"
"1437215","전세",40,201902,"8",6500,0,1,"1992","단독다가구","2019","02","의정부시"
"1033867","전세",92.52,201802,"8",11000,0,1,"null","단독다가구","2018","02","용인처인구"
"1127183","월세",84.93,201907,"29",13635,23,10,"2015","아파트","2019","07","고양덕양구"
"1137801","전세",84.81,201904,"6",36000,0,8,"1994","아파트","2019","04","고양일산동구"
"915008","전세",84.98,201811,"13",22000,0,7,"2009","아파트","2018","11","파주시"
"623744","월세",100.8,201706,"11",4600,4,1,"1989","단독다가구","2017","06","시흥시"
"1263441","전세",85,201907,"12",25000,0,9,"1987","아파트","2019","07","안양만안구"
"1280350","전세",59.97,201908,"7",17000,0,10,"2001","아파트","2019","08","용인기흥구"
"281006","전세",33,201611,"16",3300,0,1,"2006","단독다가구","2016","11","오산시"
"1463134","월세",37.87,201906,"10",1500,50,2,"2014","연립다세대","2019","06","군포시"
"976947","전세",42,201808,"17",5000,0,1,"1990","단독다가구","2018","08","부천시"
"916780","전세",59.73,201804,"18",13700,0,10,"2001","아파트","2018","04","파주시"
"228475","전세",45,201612,"10",17000,0,1,"2016","단독다가구","2016","12","부천시"
"1345305","전세",109.32,201908,"31",28000,0,4,"2008","아파트","2019","08","화성시"
"606036","월세",47.81,201708,"15",1000,20,1,"2006","단독다가구","2017","08","성남수정구"
"527525","월세",84.97,201702,"1",10000,45,15,"2003","아파트","2017","02","의정부시"
"1331949","전세",84.96,201912,"23",45000,0,18,"2016","아파트","2019","12","하남시"
"23956","전세",73.08,201604,"4",21000,0,15,"1986","아파트","2016","04","광명시"
"1083115","전세",26.655,201804,"2",4500,0,2,"1994","연립다세대","2018","04","안산상록구"
"459797","월세",84.8763,201710,"27",3000,100,15,"2017","아파트","2017","10","수원권선구"
"1125164","월세",31.15,201802,"3",3000,35,5,"2013","오피스텔","2018","02","화성시"
"127673","전세",84.897,201605,"4",24000,0,7,"1996","아파트","2016","05","안양만안구"
"1229208","월세",84.2888,201902,"27",5000,100,8,"2018","아파트","2019","02","수원영통구"
"636881","월세",38.58,201702,"27",500,40,1,"1993","단독다가구","2017","02","안양만안구"
"130477","월세",63.64,201610,"7",3000,60,9,"1985","아파트","2016","10","안양만안구"
"1248872","전세",75.99,201912,"14",22000,0,10,"2003","아파트","2019","12","안산단원구"
"823842","월세",29.92,201808,"29",1892,17,6,"2016","아파트","2018","08","성남수정구"
"459184","전세",84.87,201710,"21",31000,0,12,"2011","아파트","2017","10","수원권선구"
"1176703","전세",59.968,201908,"8",11000,0,14,"1997","아파트","2019","08","김포시"
"1174317","전세",84.97,201901,"17",26000,0,13,"2014","아파트","2019","01","김포시"
"1486784","월세",66.075,201912,"26",1211,45,4,"2016","연립다세대","2019","12","안산상록구"
"188112","월세",73.33,201603,"16",5000,65,25,"2007","아파트","2016","03","화성시"
"108807","월세",50.03,201609,"1",11000,20,5,"1996","아파트","2016","09","시흥시"
"664843","전세",73,201703,"28",12000,0,1,"null","단독다가구","2017","03","하남시"
"1291245","전세",84.896,201906,"17",38000,0,9,"2010","아파트","2019","06","용인수지구"
"885446","전세",84.98,201805,"30",29000,0,10,"2003","아파트","2018","05","용인기흥구"
"32899","전세",37.67,201605,"3",9000,0,13,"1996","아파트","2016","05","구리시"
"620588","전세",60,201704,"8",15000,0,1,"2017","단독다가구","2017","04","수원장안구"
"173967","전세",84.928,201607,"14",19000,0,6,"2010","아파트","2016","07","파주시"
"795684","전세",84.9727,201801,"17",19000,0,17,"2015","아파트","2018","01","남양주시"
"1516738","월세",27.1,201907,"3",9000,15,3,"2002","오피스텔","2019","07","성남분당구"
"584327","월세",60,201703,"22",5000,50,1,"2016","단독다가구","2017","03","남양주시"
"1317121","전세",59.977,201908,"9",14000,0,20,"2001","아파트","2019","08","파주시"
"1227853","전세",59.84,201911,"22",22000,0,11,"1997","아파트","2019","11","수원영통구"
"565724","전세",106.14,201710,"14",18000,0,1,"2002","단독다가구","2017","10","고양일산동구"
"696670","월세",74.76,201702,"20",1500,65,3,"2015","연립다세대","2017","02","안산단원구"
"395619","전세",59.3,201710,"25",14500,0,1,"1985","아파트","2017","10","광명시"
"55232","전세",84.139,201601,"22",28000,0,7,"2000","아파트","2016","01","남양주시"
"1182399","전세",84.84,201904,"20",20000,0,15,"1999","아파트","2019","04","남양주시"
"578695","전세",32,201707,"5",7000,0,1,"1988","단독다가구","2017","07","군포시"
"1086088","전세",43.97,201802,"7",15000,0,2,"2014","연립다세대","2018","02","안양만안구"
"1426996","전세",48,201909,"18",10000,0,1,"2019","단독다가구","2019","09","오산시"
"1224524","월세",74.94,201906,"28",13300,49,5,"2018","아파트","2019","06","수원권선구"
"423177","전세",59.445,201706,"3",21500,0,4,"1997","아파트","2017","06","남양주시"
"1437616","월세",66,201907,"5",4000,40,1,"1993","단독다가구","2019","07","의정부시"
"1530662","전세",46.94,201903,"15",18000,0,2,"2019","오피스텔","2019","03","의정부시"
"1323494","전세",59.7031,201907,"1",17000,0,8,"2018","아파트","2019","07","평택시"
"457000","전세",49.98,201707,"26",17000,0,5,"1994","아파트","2017","07","성남중원구"
"206179","전세",29.75,201610,"18",5000,0,1,"1992","단독다가구","2016","10","과천시"
"185209","전세",49.58,201606,"20",17000,0,12,"1994","아파트","2016","06","하남시"
"934842","월세",84.9,201801,"4",16800,28,20,"2017","아파트","2018","01","화성시"
"1198981","월세",44.73,201911,"27",1000,38,5,"1985","아파트","2019","11","부천시"
"740073","전세",101.88,201802,"2",35000,0,14,"1995","아파트","2018","02","고양덕양구"
"1505572","전세",33.97,201902,"25",10000,0,2,"2003","오피스텔","2019","02","고양일산동구"
"429510","월세",59.9632,201710,"25",12000,15,25,"2015","아파트","2017","10","남양주시"
"758228","전세",84.9914,201804,"21",34000,0,30,"2018","아파트","2018","04","광명시"
"1328749","월세",84.972,201909,"27",1000,70,9,"1997","아파트","2019","09","포천시"
"577627","전세",26,201703,"27",6000,0,1,"2003","단독다가구","2017","03","구리시"
"410653","전세",74.9,201706,"4",15000,0,4,"2015","아파트","2017","06","김포시"
"123402","전세",102,201610,"26",43000,0,2,"1994","아파트","2016","10","안양동안구"
"683007","전세",33.89,201705,"3",10000,0,3,"2017","연립다세대","2017","05","동두천시"
"1249698","전세",84.92,201903,"26",22000,0,8,"1993","아파트","2019","03","안산상록구"
"224056","전세",45,201604,"13",12000,0,1,"null","단독다가구","2016","04","부천시"
"565886","전세",26,201704,"1",5000,0,1,"1998","단독다가구","2017","04","고양일산동구"
"1249152","월세",59.76,201909,"28",3500,60,3,"2002","아파트","2019","09","안산단원구"
"317191","전세",43.265,201604,"23",9400,0,3,"1995","연립다세대","2016","04","군포시"
"630544","월세",87.97,201709,"4",5000,70,1,"2017","단독다가구","2017","09","안산상록구"
"509352","전세",84.9852,201711,"1",16500,0,16,"2004","아파트","2017","11","용인기흥구"
"149768","전세",101.954,201606,"28",35000,0,6,"2010","아파트","2016","06","용인수지구"
"1246568","전세",28.215,201901,"26",7500,0,7,"1992","아파트","2019","01","안산단원구"
"1456324","월세",44.6,201908,"13",500,40,2,"1986","연립다세대","2019","08","고양덕양구"
"378584","전세",59.98,201708,"15",22000,0,9,"1997","아파트","2017","08","고양덕양구"
"1532847","전세",20.76,201909,"23",10000,0,10,"2019","오피스텔","2019","09","하남시"
"273126","월세",28.37,201604,"26",200,30,1,"1990","단독다가구","2016","04","안양동안구"
"808839","전세",134.82,201802,"5",49000,0,1,"1996","아파트","2018","02","성남분당구"
"425305","월세",51.77,201701,"20",2581,18,14,"2009","아파트","2017","01","남양주시"
"755691","전세",83.2,201806,"13",45000,0,2,"1983","아파트","2018","06","과천시"
"1336270","전세",84.3282,201902,"15",35000,0,17,"2019","아파트","2019","02","하남시"
"839060","전세",42.49,201811,"7",8500,0,5,"1986","아파트","2018","11","수원장안구"
"734586","전세",21.07,201710,"22",9300,0,8,"2017","오피스텔","2017","10","화성시"
"272032","전세",42,201604,"4",7500,0,1,"2003","단독다가구","2016","04","안산상록구"
"974736","전세",83.74,201805,"13",4000,0,1,"1989","단독다가구","2018","05","부천시"
"886410","전세",84.42,201807,"21",28000,0,2,"2006","아파트","2018","07","용인기흥구"
"765378","월세",84.97,201805,"31",5800,25,13,"2004","아파트","2018","05","광주시"
"231254","전세",20,201610,"11",7000,0,1,"1996","단독다가구","2016","10","성남분당구"
"245276","전세",36,201604,"1",4500,0,1,"2002","단독다가구","2016","04","성남중원구"
"567076","전세",68.28,201704,"21",11000,0,1,"1998","단독다가구","2017","04","고양일산서구"
"196534","전세",84.97,201611,"16",20000,0,9,"2008","아파트","2016","11","화성시"
"1276370","전세",148.6289,201912,"12",28000,0,2,"2009","아파트","2019","12","용인기흥구"
"1292231","전세",59.82,201910,"26",25300,0,6,"1998","아파트","2019","10","용인수지구"
"413847","월세",36.65,201702,"17",1914,8,14,"2010","아파트","2017","02","김포시"
"849533","전세",84.98,201810,"9",18000,0,18,"2013","아파트","2018","10","시흥시"
"458657","전세",63.4,201706,"5",14000,0,6,"1991","아파트","2017","06","수원권선구"
"743907","전세",132.81,201810,"20",40000,0,6,"1996","아파트","2018","10","고양덕양구"
"1414211","전세",40,201903,"22",6000,0,1,"1993","단독다가구","2019","03","안산상록구"
"973482","월세",38,201810,"11",2200,20,1,"1991","단독다가구","2018","10","부천시"
"132892","전세",59.9837,201605,"19",15000,0,14,"2009","아파트","2016","05","양주시"
"1008399","전세",62.88,201801,"9",8000,0,1,"2004","단독다가구","2018","01","시흥시"
"589311","전세",67.38,201706,"21",7500,0,1,"1984","단독다가구","2017","06","부천시"
"1452235","전세",37,201911,"21",4500,0,1,"2018","단독다가구","2019","11","화성시"
"757899","전세",59.97,201811,"19",30000,0,12,"2006","아파트","2018","11","광명시"
"58146","전세",59.99,201610,"26",18000,0,17,"1999","아파트","2016","10","남양주시"
"1280306","전세",59.97,201905,"16",18500,0,9,"2001","아파트","2019","05","용인기흥구"
"1159068","전세",84.746,201911,"6",18000,0,4,"2004","아파트","2019","11","광주시"
"262542","월세",34.1,201602,"19",500,30,1,"null","단독다가구","2016","02","시흥시"
"636980","전세",50,201710,"10",7000,0,1,"1989","단독다가구","2017","10","안양만안구"
"1185715","월세",46.9,201910,"28",2160,18,4,"2010","아파트","2019","10","남양주시"
"397340","월세",36.16,201709,"20",500,50,6,"1990","아파트","2017","09","광명시"
"402934","월세",84.85,201703,"29",3000,90,4,"2000","아파트","2017","03","구리시"
"615659","월세",23.1,201706,"2",50,21,1,"1993","단독다가구","2017","06","수원영통구"
"695781","전세",15.4,201707,"7",4500,0,4,"2016","연립다세대","2017","07","시흥시"
"890324","전세",125.6769,201806,"30",37000,0,14,"2003","아파트","2018","06","용인수지구"
"373483","전세",84.89,201702,"14",19000,0,9,"2004","아파트","2017","02","고양덕양구"
"1369802","전세",23,201911,"30",6400,0,1,"1985","단독다가구","2019","11","군포시"
"861255","전세",59.44,201803,"10",30000,0,10,"1993","아파트","2018","03","안양동안구"
"496351","전세",99.7926,201705,"24",22000,0,4,"2010","아파트","2017","05","양주시"
"1297750","전세",120.84,201910,"21",30000,0,17,"2013","아파트","2019","10","용인처인구"
"862700","전세",28.215,201802,"9",12500,0,3,"1993","아파트","2018","02","안양동안구"
"172683","전세",84.942,201611,"8",17000,0,25,"2001","아파트","2016","11","파주시"
"466415","월세",84.96,201709,"22",10000,105,9,"2011","아파트","2017","09","수원영통구"
"1107727","전세",60,201803,"24",26000,0,14,"2004","오피스텔","2018","03","성남분당구"
"803502","전세",44.17,201802,"23",7000,0,2,"1986","아파트","2018","02","부천시"
"1472044","월세",34.3,201903,"18",1000,30,-1,"2001","연립다세대","2019","03","부천시"
"557637","전세",51.74,201704,"13",13000,0,4,"2003","아파트","2017","04","화성시"
"1155222","월세",41.3,201910,"4",500,50,5,"1989","아파트","2019","10","광명시"
"406787","전세",84.1321,201701,"23",32500,0,16,"2004","아파트","2017","01","군포시"
"99491","전세",84.346,201601,"29",37000,0,14,"2011","아파트","2016","01","수원영통구"
"817842","전세",84.82,201802,"24",57000,0,31,"2010","아파트","2018","02","성남분당구"
"554090","전세",84.065,201703,"15",32000,0,4,"2008","아파트","2017","03","화성시"
"731822","전세",84.85,201702,"4",30000,0,7,"2016","오피스텔","2017","02","용인수지구"
"923570","월세",84.9879,201805,"23",1000,50,24,"2017","아파트","2018","05","평택시"
"513393","전세",164.517,201701,"13",40000,0,11,"2002","아파트","2017","01","용인수지구"
"4578","전세",59.34,201607,"27",20000,0,8,"1995","아파트","2016","07","고양덕양구"
"1472203","전세",38.65,201906,"1",13500,0,4,"2001","연립다세대","2019","06","부천시"
"560696","전세",40,201709,"11",14000,0,1,"2015","단독다가구","2017","09","고양덕양구"
"58243","전세",84.9755,201603,"4",24000,0,10,"2005","아파트","2016","03","남양주시"
"1300129","전세",35.55,201912,"28",7000,0,5,"1986","아파트","2019","12","의왕시"
"372209","전세",33.58,201610,"24",14300,0,18,"2011","오피스텔","2016","10","화성시"
"826191","전세",38.25,201805,"23",6000,0,1,"1987","아파트","2018","05","성남중원구"
"1317507","전세",84.045,201907,"24",32000,0,22,"2012","아파트","2019","07","파주시"
"436217","월세",109.56,201703,"23",3000,110,2,"2004","아파트","2017","03","부천시"
"753128","전세",120.482,201803,"20",42000,0,14,"2013","아파트","2018","03","고양일산서구"
"1001707","전세",44.22,201808,"25",11000,0,1,"null","단독다가구","2018","08","수원영통구"
"109360","전세",59.97,201612,"10",14500,0,4,"1997","아파트","2016","12","시흥시"
"993556","월세",63.32,201809,"28",500,25,1,"2002","단독다가구","2018","09","성남중원구"
"835259","전세",59.99,201802,"2",19000,0,15,"1997","아파트","2018","02","수원영통구"
"314584","전세",52.46,201609,"25",12000,0,3,"2012","연립다세대","2016","09","광주시"
"395283","전세",54.36,201711,"13",18000,0,10,"1990","아파트","2017","11","광명시"
"146378","월세",51.93,201602,"23",2818,25,6,"2008","아파트","2016","02","용인기흥구"
"657235","전세",62.7,201704,"29",15000,0,1,"2017","단독다가구","2017","04","파주시"
"1177999","전세",84.9802,201904,"8",25000,0,26,"2019","아파트","2019","04","남양주시"
"832329","전세",97.6214,201809,"14",28500,0,4,"2018","아파트","2018","09","수원권선구"
"1479267","전세",59.78,201905,"11",11000,0,2,"1994","연립다세대","2019","05","수원팔달구"
"75077","전세",85,201610,"26",41000,0,16,"1995","아파트","2016","10","성남분당구"
"478865","전세",39.8,201711,"1",15000,0,9,"2001","아파트","2017","11","안산단원구"
"1332666","전세",51.73,201909,"28",31000,0,12,"2016","아파트","2019","09","하남시"
"35431","전세",72.54,201610,"28",16000,0,2,"2000","아파트","2016","10","군포시"
"412258","월세",74.95,201708,"31",12300,19,3,"2017","아파트","2017","08","김포시"
"1318300","월세",84.93,201912,"26",13093,21,2,"2011","아파트","2019","12","파주시"
"1523232","전세",30.62,201901,"3",8500,0,12,"2003","오피스텔","2019","01","수원팔달구"
"814367","월세",84.72,201812,"16",10000,115,8,"1992","아파트","2018","12","성남분당구"
"798137","월세",59.84,201806,"15",3000,15,18,"1999","아파트","2018","06","동두천시"
"914951","전세",84.86,201811,"27",20000,0,11,"2015","아파트","2018","11","파주시"
"778749","전세",84.98,201803,"6",22000,0,12,"1999","아파트","2018","03","김포시"
"442471","전세",36.54,201712,"23",20000,0,12,"1995","아파트","2017","12","성남분당구"
"320731","전세",51.93,201603,"3",7500,0,2,"1996","연립다세대","2016","03","남양주시"
"713318","전세",71.69,201711,"6",8000,0,1,"2016","연립다세대","2017","11","포천시"
"897837","월세",59.709,201808,"15",1000,45,7,"2018","아파트","2018","08","용인처인구"
"1464940","전세",54.27,201901,"3",7500,0,4,"1994","연립다세대","2019","01","남양주시"
"159835","월세",59.983,201601,"20",5000,55,3,"2007","아파트","2016","01","의정부시"
"1495267","전세",35.58,201909,"11",8000,0,2,"1989","연립다세대","2019","09","의왕시"
"345051","월세",14.09,201602,"19",3000,25,5,"2013","연립다세대","2016","02","용인기흥구"
"1346446","전세",84.896,201906,"24",14000,0,8,"2005","아파트","2019","06","화성시"
"455297","전세",51.89,201705,"3",35000,0,2,"2017","아파트","2017","05","성남수정구"
"1532427","월세",21.19,201908,"28",1000,30,2,"2017","오피스텔","2019","08","평택시"
"1251275","월세",61.52,201904,"5",1000,40,15,"1987","아파트","2019","04","안산상록구"
