"","priceType","area","yyyymm","day","deposit","price","floor","build","aptType","yyyy","mm","si"
"1524989","전세",20.72,201903,"19",7000,0,3,"2018","오피스텔","2019","03","안산단원구"
"1101972","월세",42.98,201801,"3",1000,70,4,"2015","오피스텔","2018","01","고양일산서구"
"1074922","전세",36.36,201808,"10",4500,0,2,"1991","연립다세대","2018","08","수원권선구"
"1473082","월세",131.21,201905,"18",70000,100,2,"2010","연립다세대","2019","05","성남분당구"
"466173","전세",84.28,201712,"4",53000,0,4,"2012","아파트","2017","12","수원영통구"
"1491168","월세",21.07,201907,"25",300,40,4,"2013","연립다세대","2019","07","오산시"
"583291","전세",64.16,201706,"19",12000,0,1,"2014","단독다가구","2017","06","남양주시"
"1285873","전세",84.9852,201908,"7",16000,0,13,"2004","아파트","2019","08","용인기흥구"
"163166","월세",49.14,201604,"19",2000,40,10,"1994","아파트","2016","04","의정부시"
"538009","월세",51.76,201709,"27",6990,14,5,"2016","아파트","2017","09","평택시"
"1161451","전세",59.74,201912,"4",16500,0,1,"1999","아파트","2019","12","구리시"
"748797","전세",83.7,201812,"12",29000,0,4,"1996","아파트","2018","12","고양일산서구"
"1160633","전세",54.978,201904,"11",27000,0,13,"2001","아파트","2019","04","구리시"
"1054576","전세",20,201802,"26",4500,0,1,"2008","단독다가구","2018","02","화성시"
"732196","전세",25.14,201705,"22",13000,0,10,"2013","오피스텔","2017","05","용인수지구"
"598164","월세",33,201704,"25",1000,42,1,"2003","단독다가구","2017","04","성남수정구"
"1089008","월세",217.87,201808,"29",10000,350,3,"2010","연립다세대","2018","08","용인기흥구"
"130090","전세",79.2856,201612,"16",35000,0,23,"2002","아파트","2016","12","안양만안구"
"600718","월세",38.5,201711,"27",500,45,1,"1998","단독다가구","2017","11","성남수정구"
"536012","월세",84.94,201710,"23",14092,20,12,"2014","아파트","2017","10","파주시"
"150967","월세",100.088,201607,"16",17000,70,12,"2005","아파트","2016","07","용인수지구"
"747593","월세",46.47,201801,"2",2532,21,10,"2007","아파트","2018","01","고양일산동구"
"807861","월세",84.989,201812,"10",6000,130,7,"2009","아파트","2018","12","부천시"
"1335518","전세",102,201910,"14",33000,0,7,"1994","아파트","2019","10","하남시"
"64116","월세",48.18,201603,"7",1000,45,2,"1986","아파트","2016","03","부천시"
"1070741","월세",33.96,201811,"5",500,20,-1,"1989","연립다세대","2018","11","부천시"
"438183","월세",59.98,201706,"2",10000,45,7,"1996","아파트","2017","06","부천시"
"1187943","월세",84.9523,201908,"21",20700,5,16,"2015","아파트","2019","08","남양주시"
"619668","전세",107.44,201712,"15",15000,0,1,"1997","단독다가구","2017","12","수원장안구"
"592211","전세",50,201712,"6",7500,0,1,"1998","단독다가구","2017","12","부천시"
"145462","전세",84.54,201606,"27",29000,0,6,"2006","아파트","2016","06","용인기흥구"
"1369510","월세",35,201911,"22",2000,45,1,"2017","단독다가구","2019","11","군포시"
"1143205","전세",59.4,201903,"16",15600,0,1,"1994","아파트","2019","03","고양일산서구"
"1498483","전세",51.66,201903,"4",13000,0,2,"2014","연립다세대","2019","03","파주시"
"1061011","전세",38.965,201808,"22",10000,0,4,"2012","연립다세대","2018","08","광주시"
"338032","월세",72.72,201607,"26",717,27,3,"2016","연립다세대","2016","07","안산상록구"
"451268","전세",66.6,201706,"15",34000,0,9,"1994","아파트","2017","06","성남분당구"
"74230","월세",51.32,201603,"25",19500,35,7,"1995","아파트","2016","03","성남분당구"
"1466005","전세",65.77,201909,"9",6000,0,1,"2001","연립다세대","2019","09","남양주시"
"170472","월세",104.813,201602,"16",5000,80,16,"2010","아파트","2016","02","파주시"
"393845","월세",39.77,201708,"29",3279,12,5,"2009","아파트","2017","08","광명시"
"1340284","전세",19.98,201912,"15",10200,0,7,"2008","아파트","2019","12","화성시"
"479913","전세",53.55,201710,"14",12000,0,5,"1988","아파트","2017","10","안산상록구"
"318780","전세",58.72,201606,"15",11000,0,4,"1994","연립다세대","2016","06","남양주시"
"632747","전세",42,201704,"17",6000,0,1,"1994","단독다가구","2017","04","안산상록구"
"56151","전세",84.987,201601,"14",20000,0,3,"2010","아파트","2016","01","남양주시"
"813193","월세",192.15,201810,"27",40000,160,26,"1991","아파트","2018","10","성남분당구"
"502060","전세",59.9927,201707,"27",18000,0,7,"2017","아파트","2017","07","오산시"
"390396","월세",42.75,201707,"15",500,65,15,"1995","아파트","2017","07","고양일산서구"
"954645","전세",46.2,201812,"18",10000,0,1,"1988","단독다가구","2018","12","과천시"
"1066700","전세",30.24,201812,"17",5500,0,1,"1989","연립다세대","2018","12","부천시"
"749168","전세",84.79,201801,"25",24000,0,6,"2003","아파트","2018","01","고양일산서구"
"40923","월세",36.95,201605,"13",2940,8,17,"2016","아파트","2016","05","김포시"
"196408","월세",84.5442,201609,"4",18400,23,25,"2016","아파트","2016","09","화성시"
"498520","월세",46.94,201707,"26",5015,10,2,"2014","아파트","2017","07","양주시"
"600378","전세",34.29,201702,"12",7000,0,1,"1990","단독다가구","2017","02","성남수정구"
"216708","전세",122.16,201603,"12",17000,0,1,"1997","단독다가구","2016","03","군포시"
"665423","전세",47,201706,"2",9000,0,1,"1994","단독다가구","2017","06","하남시"
"688777","월세",37.2,201710,"17",1000,40,1,"1997","연립다세대","2017","10","성남수정구"
"421242","전세",54.21,201706,"24",8000,0,2,"1992","아파트","2017","06","남양주시"
"668266","전세",29,201705,"3",5000,0,1,"2014","단독다가구","2017","05","화성시"
"1094593","월세",21.61,201802,"19",500,45,2,"2016","연립다세대","2018","02","평택시"
"835116","전세",84.84,201804,"20",27000,0,17,"1997","아파트","2018","04","수원영통구"
"1389218","월세",37.02,201903,"29",11000,10,1,"2007","단독다가구","2019","03","성남수정구"
"1014448","전세",125.74,201809,"28",17000,0,1,"2010","단독다가구","2018","09","안산상록구"
"1281813","전세",84.889,201907,"2",27000,0,12,"2014","아파트","2019","07","용인기흥구"
"1414291","전세",42.04,201910,"10",8000,0,1,"1998","단독다가구","2019","10","안산상록구"
"42907","월세",46.97,201605,"16",2297,18,7,"2010","아파트","2016","05","김포시"
"614786","전세",80,201706,"10",7500,0,1,"1997","단독다가구","2017","06","수원권선구"
"809485","전세",58.49,201805,"12",29000,0,5,"1995","아파트","2018","05","성남분당구"
"67204","전세",69.39,201607,"18",15000,0,1,"1983","아파트","2016","07","부천시"
"1279838","월세",134.968,201911,"2",5000,90,18,"2000","아파트","2019","11","용인기흥구"
"365037","전세",31.7,201603,"7",8000,0,14,"2000","오피스텔","2016","03","수원영통구"
"325346","전세",70.05,201602,"27",11000,0,5,"2002","연립다세대","2016","02","부천시"
"1332786","전세",74.8,201910,"4",36000,0,21,"2014","아파트","2019","10","하남시"
"1343169","전세",59.92,201912,"23",17000,0,8,"2004","아파트","2019","12","화성시"
"277768","월세",81.77,201607,"19",9000,30,1,"2003","단독다가구","2016","07","안양만안구"
"752477","전세",117.9,201809,"12",38000,0,1,"1994","아파트","2018","09","고양일산서구"
"1255466","전세",84.97,201911,"22",46000,0,14,"2012","아파트","2019","11","안양동안구"
"362587","월세",31.96,201601,"5",2000,55,5,"2003","오피스텔","2016","01","성남분당구"
"553471","월세",24.3616,201708,"26",300,33,13,"1999","아파트","2017","08","화성시"
"1386937","전세",25,201902,"21",5000,0,1,"2002","단독다가구","2019","02","성남수정구"
"1285633","월세",51.86,201905,"15",2287,25,8,"2006","아파트","2019","05","용인기흥구"
"1341624","전세",84.987,201906,"7",17000,0,3,"2004","아파트","2019","06","화성시"
"939261","월세",51.92,201801,"26",2362,20,13,"2007","아파트","2018","01","화성시"
"693508","월세",20.25,201703,"11",500,40,3,"2015","연립다세대","2017","03","수원장안구"
"656876","월세",40,201710,"29",1500,75,1,"2017","단독다가구","2017","10","파주시"
"790457","전세",84.96,201809,"11",14000,0,3,"1991","아파트","2018","09","남양주시"
"733592","전세",24.2,201704,"13",9000,0,15,"2016","오피스텔","2017","04","하남시"
"949619","월세",183,201805,"4",500,40,1,"2000","단독다가구","2018","05","고양덕양구"
"154884","전세",84.36,201605,"10",28500,0,5,"1995","아파트","2016","05","용인수지구"
"903708","월세",46.93,201806,"25",3013,25,4,"2008","아파트","2018","06","의정부시"
"176430","전세",59.91,201602,"4",14000,0,13,"1995","아파트","2016","02","평택시"
"1534030","월세",18.93,201910,"2",3000,40,11,"2019","오피스텔","2019","10","하남시"
"473152","월세",49.5,201705,"15",10000,30,17,"1995","아파트","2017","05","시흥시"
"962140","월세",30.57,201805,"19",500,2,1,"1986","단독다가구","2018","05","구리시"
"92599","전세",84.94,201604,"17",37000,0,15,"2012","아파트","2016","04","성남중원구"
"20130","전세",52.33,201604,"15",12000,0,1,"1982","아파트","2016","04","과천시"
"772026","월세",42.75,201806,"7",1000,40,2,"1993","아파트","2018","06","군포시"
"653235","전세",100,201705,"20",19000,0,1,"2017","단독다가구","2017","05","의정부시"
"1000571","전세",53,201812,"4",16000,0,1,"2018","단독다가구","2018","12","수원영통구"
"392212","전세",59.84,201710,"20",36000,0,5,"1983","아파트","2017","10","과천시"
"250976","전세",33,201602,"23",3000,0,1,"2006","단독다가구","2016","02","수원권선구"
"1476517","전세",46.32,201901,"10",17500,0,4,"2018","연립다세대","2019","01","수원권선구"
"668692","전세",60,201707,"30",13500,0,1,"null","단독다가구","2017","07","화성시"
"98728","전세",49.95,201606,"20",17000,0,19,"1999","아파트","2016","06","수원영통구"
"1345405","월세",112.961,201902,"22",2000,150,25,"2008","아파트","2019","02","화성시"
"728292","전세",35.59,201705,"23",9000,0,3,"2010","오피스텔","2017","05","수원팔달구"
"470765","전세",59.72,201709,"16",9500,0,20,"1999","아파트","2017","09","시흥시"
"692436","월세",123.5673,201706,"6",8000,150,3,"2012","연립다세대","2017","06","수원영통구"
"661620","전세",72,201703,"8",13000,0,1,"2014","단독다가구","2017","03","평택시"
"1054677","월세",26,201812,"15",300,37,1,"2013","단독다가구","2018","12","화성시"
"1341005","전세",84.465,201906,"8",24000,0,24,"2007","아파트","2019","06","화성시"
"802828","전세",59.98,201801,"27",32000,0,2,"2012","아파트","2018","01","부천시"
"163920","월세",71.175,201604,"20",3000,50,16,"1992","아파트","2016","04","의정부시"
"574776","월세",30,201706,"20",500,45,1,"2010","단독다가구","2017","06","광주시"
"41245","전세",128.9366,201612,"6",29000,0,11,"2011","아파트","2016","12","김포시"
"468713","전세",84.772,201709,"25",28000,0,21,"1999","아파트","2017","09","수원장안구"
"1498703","월세",39.54,201905,"6",500,40,3,"2000","연립다세대","2019","05","평택시"
"1421285","월세",32,201903,"29",1000,38,1,"1990","단독다가구","2019","03","안양만안구"
"1328511","월세",18.95,201902,"22",1238,9,12,"2018","아파트","2019","02","포천시"
"1349452","월세",36.59,201909,"13",3991,9,18,"2017","아파트","2019","09","화성시"
"344610","월세",18.2,201603,"30",500,40,4,"2015","연립다세대","2016","03","오산시"
"1096896","월세",59.355,201804,"3",1500,40,2,"2014","연립다세대","2018","04","화성시"
"3288","월세",68.98,201612,"8",20000,20,6,"1995","아파트","2016","12","고양덕양구"
"5513","전세",84.79,201607,"27",26500,0,14,"1998","아파트","2016","07","고양덕양구"
"746342","전세",162.7081,201809,"28",54000,0,10,"2010","아파트","2018","09","고양일산동구"
"1485960","월세",38.94,201907,"11",1500,34,3,"2003","연립다세대","2019","07","안산상록구"
"1502500","전세",82.76,201907,"18",28000,0,17,"2019","오피스텔","2019","07","고양덕양구"
"152374","월세",84.9959,201602,"18",3000,110,10,"2004","아파트","2016","02","용인수지구"
"893754","전세",59.9864,201802,"23",30000,0,21,"2004","아파트","2018","02","용인수지구"
"881358","전세",84.899,201803,"2",29000,0,22,"2007","아파트","2018","03","용인기흥구"
"1053095","월세",49.5,201805,"26",1000,60,1,"2015","단독다가구","2018","05","화성시"
"799977","월세",41.44,201805,"14",1000,55,7,"1994","아파트","2018","05","부천시"
"1350240","월세",46.82,201908,"22",7015,12,17,"2016","아파트","2019","08","화성시"
"931397","월세",84.94,201806,"16",20000,65,11,"2018","아파트","2018","06","하남시"
"279864","전세",29.02,201608,"23",4000,0,1,"2012","단독다가구","2016","08","여주시"
"1151901","전세",84.9493,201907,"8",43000,0,3,"2017","아파트","2019","07","광명시"
"1416843","전세",56.18,201906,"28",7000,0,1,"1996","단독다가구","2019","06","안산상록구"
"690459","전세",49.95,201703,"7",19500,0,2,"2012","연립다세대","2017","03","성남중원구"
"852612","전세",84.9773,201802,"13",22000,0,17,"2005","아파트","2018","02","안산단원구"
"1193382","월세",26.47,201909,"19",1441,18,6,"2011","아파트","2019","09","부천시"
"1006230","전세",21,201812,"8",4500,0,1,"2015","단독다가구","2018","12","수원팔달구"
"759038","월세",84.93,201811,"3",4000,110,15,"1992","아파트","2018","11","광명시"
"1346517","월세",59.88,201901,"6",7000,50,7,"1996","아파트","2019","01","화성시"
"45511","월세",51.93,201610,"31",3069,25,3,"2008","아파트","2016","10","김포시"
"704487","전세",84.523,201709,"29",17000,0,4,"2015","연립다세대","2017","09","여주시"
"1159060","월세",84.746,201909,"7",1500,75,4,"2004","아파트","2019","09","광주시"
"1028605","월세",33,201803,"21",2000,42,1,"2010","단독다가구","2018","03","용인기흥구"
"47116","월세",84.979,201604,"25",17000,22,3,"2014","아파트","2016","04","김포시"
"949764","월세",27,201805,"5",400,30,1,"1999","단독다가구","2018","05","고양덕양구"
"394534","전세",84.7896,201701,"3",33000,0,4,"2005","아파트","2017","01","광명시"
"55010","전세",101.975,201604,"14",26500,0,7,"1997","아파트","2016","04","남양주시"
"1478060","월세",40.16,201902,"16",9000,15,2,"2014","연립다세대","2019","02","수원장안구"
"701286","월세",66.34,201708,"22",7000,55,4,"2001","연립다세대","2017","08","안양동안구"
"1053522","월세",33,201804,"7",500,51,1,"2018","단독다가구","2018","04","화성시"
